i,j,X-Field,Y-Field,R-Field,PredictedX,PredictedY,RealX,RealY,Distortion
-1,-6,-1.38161000E+00,-4.65340000E+00,4.85244000E+00,-3.08569000E-01,-1.04138000E+00,-3.06954000E-01,-1.03593000E+00,-0.52%
-1,-5,-1.38161000E+00,-3.88044000E+00,4.11764000E+00,-3.08569000E-01,-8.67820000E-01,-3.07397000E-01,-8.64523000E-01,-0.38%
-1,-4,-1.38161000E+00,-3.10606000E+00,3.39838000E+00,-3.08569000E-01,-6.94256000E-01,-3.07765000E-01,-6.92448000E-01,-0.26%
-1,-3,-1.38161000E+00,-2.33054000E+00,2.70851000E+00,-3.08569000E-01,-5.20692000E-01,-3.08056000E-01,-5.19826000E-01,-0.17%
-1,-2,-1.38161000E+00,-1.55417000E+00,2.07904000E+00,-3.08569000E-01,-3.47128000E-01,-3.08266000E-01,-3.46787000E-01,-0.10%
-1,-1,-1.38161000E+00,-7.77228000E-01,1.58507000E+00,-3.08569000E-01,-1.73564000E-01,-3.08392000E-01,-1.73465000E-01,-0.06%
-1,0,-1.38161000E+00,0.00000000E+00,1.38161000E+00,-3.08569000E-01,0.00000000E+00,-3.08435000E-01,0.00000000E+00,-0.04%
-1,1,-1.38161000E+00,7.77228000E-01,1.58507000E+00,-3.08569000E-01,1.73564000E-01,-3.08392000E-01,1.73465000E-01,-0.06%
-1,2,-1.38161000E+00,1.55417000E+00,2.07904000E+00,-3.08569000E-01,3.47128000E-01,-3.08266000E-01,3.46787000E-01,-0.10%
-1,3,-1.38161000E+00,2.33054000E+00,2.70851000E+00,-3.08569000E-01,5.20692000E-01,-3.08056000E-01,5.19826000E-01,-0.17%
-1,4,-1.38161000E+00,3.10606000E+00,3.39838000E+00,-3.08569000E-01,6.94256000E-01,-3.07765000E-01,6.92448000E-01,-0.26%
-1,5,-1.38161000E+00,3.88044000E+00,4.11764000E+00,-3.08569000E-01,8.67820000E-01,-3.07397000E-01,8.64523000E-01,-0.38%
-1,6,-1.38161000E+00,4.65340000E+00,4.85244000E+00,-3.08569000E-01,1.04138000E+00,-3.06954000E-01,1.03593000E+00,-0.52%
-1,7,-1.38161000E+00,5.42466000E+00,5.59581000E+00,-3.08569000E-01,1.21495000E+00,-3.06440000E-01,1.20656000E+00,-0.69%
-1,8,-1.38161000E+00,6.19396000E+00,6.34385000E+00,-3.08569000E-01,1.38851000E+00,-3.05860000E-01,1.37632000E+00,-0.88%
-1,9,-1.38161000E+00,6.96103000E+00,7.09419000E+00,-3.08569000E-01,1.56208000E+00,-3.05220000E-01,1.54512000E+00,-1.09%
-1,10,-1.38161000E+00,7.72560000E+00,7.84524000E+00,-3.08569000E-01,1.73564000E+00,-3.04523000E-01,1.71288000E+00,-1.31%
-1,11,-1.38161000E+00,8.48740000E+00,8.59591000E+00,-3.08569000E-01,1.90920000E+00,-3.03775000E-01,1.87954000E+00,-1.55%
-1,12,-1.38161000E+00,9.24620000E+00,9.34535000E+00,-3.08569000E-01,2.08277000E+00,-3.02980000E-01,2.04504000E+00,-1.81%
-1,13,-1.38161000E+00,1.00017000E+01,1.00929000E+01,-3.08569000E-01,2.25633000E+00,-3.02145000E-01,2.20935000E+00,-2.08%
-1,14,-1.38161000E+00,1.07538000E+01,1.08381000E+01,-3.08569000E-01,2.42989000E+00,-3.01272000E-01,2.37243000E+00,-2.36%
-1,15,-1.38161000E+00,1.15021000E+01,1.15804000E+01,-3.08569000E-01,2.60346000E+00,-3.00367000E-01,2.53426000E+00,-2.66%
-1,16,-1.38161000E+00,1.22464000E+01,1.23195000E+01,-3.08569000E-01,2.77702000E+00,-2.99433000E-01,2.69480000E+00,-2.96%
-1,17,-1.38161000E+00,1.29866000E+01,1.30550000E+01,-3.08569000E-01,2.95059000E+00,-2.98474000E-01,2.85406000E+00,-3.27%
-1,18,-1.38161000E+00,1.37224000E+01,1.37867000E+01,-3.08569000E-01,3.12415000E+00,-2.97492000E-01,3.01200000E+00,-3.59%
-1,19,-1.38161000E+00,1.44536000E+01,1.45141000E+01,-3.08569000E-01,3.29771000E+00,-2.96490000E-01,3.16863000E+00,-3.91%
-1,20,-1.38161000E+00,1.51801000E+01,1.52371000E+01,-3.08569000E-01,3.47128000E+00,-2.95470000E-01,3.32392000E+00,-4.25%
-1,21,-1.38161000E+00,1.59015000E+01,1.59555000E+01,-3.08569000E-01,3.64484000E+00,-2.94434000E-01,3.47787000E+00,-4.58%
0,-21,0.00000000E+00,-1.59015000E+01,1.59015000E+01,0.00000000E+00,-3.64484000E+00,0.00000000E+00,-3.47880000E+00,-4.56%
0,-20,0.00000000E+00,-1.51801000E+01,1.51801000E+01,0.00000000E+00,-3.47128000E+00,0.00000000E+00,-3.32484000E+00,-4.22%
0,-19,0.00000000E+00,-1.44536000E+01,1.44536000E+01,0.00000000E+00,-3.29771000E+00,0.00000000E+00,-3.16953000E+00,-3.89%
0,-18,0.00000000E+00,-1.37224000E+01,1.37224000E+01,0.00000000E+00,-3.12415000E+00,0.00000000E+00,-3.01288000E+00,-3.56%
0,-17,0.00000000E+00,-1.29866000E+01,1.29866000E+01,0.00000000E+00,-2.95059000E+00,0.00000000E+00,-2.85492000E+00,-3.24%
0,-16,0.00000000E+00,-1.22464000E+01,1.22464000E+01,0.00000000E+00,-2.77702000E+00,0.00000000E+00,-2.69565000E+00,-2.93%
0,-15,0.00000000E+00,-1.15021000E+01,1.15021000E+01,0.00000000E+00,-2.60346000E+00,0.00000000E+00,-2.53508000E+00,-2.63%
0,-14,0.00000000E+00,-1.07538000E+01,1.07538000E+01,0.00000000E+00,-2.42989000E+00,0.00000000E+00,-2.37323000E+00,-2.33%
0,-13,0.00000000E+00,-1.00017000E+01,1.00017000E+01,0.00000000E+00,-2.25633000E+00,0.00000000E+00,-2.21012000E+00,-2.05%
0,-12,0.00000000E+00,-9.24620000E+00,9.24620000E+00,0.00000000E+00,-2.08277000E+00,0.00000000E+00,-2.04577000E+00,-1.78%
0,-11,0.00000000E+00,-8.48740000E+00,8.48740000E+00,0.00000000E+00,-1.90920000E+00,0.00000000E+00,-1.88023000E+00,-1.52%
0,-10,0.00000000E+00,-7.72560000E+00,7.72560000E+00,0.00000000E+00,-1.73564000E+00,0.00000000E+00,-1.71352000E+00,-1.27%
0,-9,0.00000000E+00,-6.96103000E+00,6.96103000E+00,0.00000000E+00,-1.56208000E+00,0.00000000E+00,-1.54572000E+00,-1.05%
0,-8,0.00000000E+00,-6.19396000E+00,6.19396000E+00,0.00000000E+00,-1.38851000E+00,0.00000000E+00,-1.37687000E+00,-0.84%
0,-7,0.00000000E+00,-5.42466000E+00,5.42466000E+00,0.00000000E+00,-1.21495000E+00,0.00000000E+00,-1.20705000E+00,-0.65%
0,-6,0.00000000E+00,-4.65340000E+00,4.65340000E+00,0.00000000E+00,-1.04138000E+00,0.00000000E+00,-1.03636000E+00,-0.48%
0,-5,0.00000000E+00,-3.88044000E+00,3.88044000E+00,0.00000000E+00,-8.67820000E-01,0.00000000E+00,-8.64885000E-01,-0.34%
0,-4,0.00000000E+00,-3.10606000E+00,3.10606000E+00,0.00000000E+00,-6.94256000E-01,0.00000000E+00,-6.92742000E-01,-0.22%
0,-3,0.00000000E+00,-2.33054000E+00,2.33054000E+00,0.00000000E+00,-5.20692000E-01,0.00000000E+00,-5.20049000E-01,-0.12%
0,-2,0.00000000E+00,-1.55417000E+00,1.55417000E+00,0.00000000E+00,-3.47128000E-01,0.00000000E+00,-3.46937000E-01,-0.06%
0,-1,0.00000000E+00,-7.77228000E-01,7.77228000E-01,0.00000000E+00,-1.73564000E-01,0.00000000E+00,-1.73540000E-01,-0.01%
0,0,0.00000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00,0.00%
0,1,0.00000000E+00,7.77228000E-01,7.77228000E-01,0.00000000E+00,1.73564000E-01,0.00000000E+00,1.73540000E-01,-0.01%
0,2,0.00000000E+00,1.55417000E+00,1.55417000E+00,0.00000000E+00,3.47128000E-01,0.00000000E+00,3.46937000E-01,-0.06%
0,3,0.00000000E+00,2.33054000E+00,2.33054000E+00,0.00000000E+00,5.20692000E-01,0.00000000E+00,5.20049000E-01,-0.12%
0,4,0.00000000E+00,3.10606000E+00,3.10606000E+00,0.00000000E+00,6.94256000E-01,0.00000000E+00,6.92742000E-01,-0.22%
0,5,0.00000000E+00,3.88044000E+00,3.88044000E+00,0.00000000E+00,8.67820000E-01,0.00000000E+00,8.64885000E-01,-0.34%
0,6,0.00000000E+00,4.65340000E+00,4.65340000E+00,0.00000000E+00,1.04138000E+00,0.00000000E+00,1.03636000E+00,-0.48%
0,7,0.00000000E+00,5.42466000E+00,5.42466000E+00,0.00000000E+00,1.21495000E+00,0.00000000E+00,1.20705000E+00,-0.65%
0,8,0.00000000E+00,6.19396000E+00,6.19396000E+00,0.00000000E+00,1.38851000E+00,0.00000000E+00,1.37687000E+00,-0.84%
0,9,0.00000000E+00,6.96103000E+00,6.96103000E+00,0.00000000E+00,1.56208000E+00,0.00000000E+00,1.54572000E+00,-1.05%
0,10,0.00000000E+00,7.72560000E+00,7.72560000E+00,0.00000000E+00,1.73564000E+00,0.00000000E+00,1.71352000E+00,-1.27%
0,11,0.00000000E+00,8.48740000E+00,8.48740000E+00,0.00000000E+00,1.90920000E+00,0.00000000E+00,1.88023000E+00,-1.52%
0,12,0.00000000E+00,9.24620000E+00,9.24620000E+00,0.00000000E+00,2.08277000E+00,0.00000000E+00,2.04577000E+00,-1.78%
0,13,0.00000000E+00,1.00017000E+01,1.00017000E+01,0.00000000E+00,2.25633000E+00,0.00000000E+00,2.21012000E+00,-2.05%
0,14,0.00000000E+00,1.07538000E+01,1.07538000E+01,0.00000000E+00,2.42989000E+00,0.00000000E+00,2.37323000E+00,-2.33%
0,15,0.00000000E+00,1.15021000E+01,1.15021000E+01,0.00000000E+00,2.60346000E+00,0.00000000E+00,2.53508000E+00,-2.63%
0,16,0.00000000E+00,1.22464000E+01,1.22464000E+01,0.00000000E+00,2.77702000E+00,0.00000000E+00,2.69565000E+00,-2.93%
0,17,0.00000000E+00,1.29866000E+01,1.29866000E+01,0.00000000E+00,2.95059000E+00,0.00000000E+00,2.85492000E+00,-3.24%
0,18,0.00000000E+00,1.37224000E+01,1.37224000E+01,0.00000000E+00,3.12415000E+00,0.00000000E+00,3.01288000E+00,-3.56%
0,19,0.00000000E+00,1.44536000E+01,1.44536000E+01,0.00000000E+00,3.29771000E+00,0.00000000E+00,3.16953000E+00,-3.89%
0,20,0.00000000E+00,1.51801000E+01,1.51801000E+01,0.00000000E+00,3.47128000E+00,0.00000000E+00,3.32484000E+00,-4.22%
0,21,0.00000000E+00,1.59015000E+01,1.59015000E+01,0.00000000E+00,3.64484000E+00,0.00000000E+00,3.47880000E+00,-4.56%
1,-21,1.38161000E+00,-1.59015000E+01,1.59555000E+01,3.08569000E-01,-3.64484000E+00,2.94434000E-01,-3.47787000E+00,-4.58%
1,-20,1.38161000E+00,-1.51801000E+01,1.52371000E+01,3.08569000E-01,-3.47128000E+00,2.95470000E-01,-3.32392000E+00,-4.25%
1,-19,1.38161000E+00,-1.44536000E+01,1.45141000E+01,3.08569000E-01,-3.29771000E+00,2.96490000E-01,-3.16863000E+00,-3.91%
1,-18,1.38161000E+00,-1.37224000E+01,1.37867000E+01,3.08569000E-01,-3.12415000E+00,2.97492000E-01,-3.01200000E+00,-3.59%
1,-17,1.38161000E+00,-1.29866000E+01,1.30550000E+01,3.08569000E-01,-2.95059000E+00,2.98474000E-01,-2.85406000E+00,-3.27%
1,-16,1.38161000E+00,-1.22464000E+01,1.23195000E+01,3.08569000E-01,-2.77702000E+00,2.99433000E-01,-2.69480000E+00,-2.96%
1,-15,1.38161000E+00,-1.15021000E+01,1.15804000E+01,3.08569000E-01,-2.60346000E+00,3.00367000E-01,-2.53426000E+00,-2.66%
1,-14,1.38161000E+00,-1.07538000E+01,1.08381000E+01,3.08569000E-01,-2.42989000E+00,3.01272000E-01,-2.37243000E+00,-2.36%
1,-13,1.38161000E+00,-1.00017000E+01,1.00929000E+01,3.08569000E-01,-2.25633000E+00,3.02145000E-01,-2.20935000E+00,-2.08%
1,-12,1.38161000E+00,-9.24620000E+00,9.34535000E+00,3.08569000E-01,-2.08277000E+00,3.02980000E-01,-2.04504000E+00,-1.81%
1,-11,1.38161000E+00,-8.48740000E+00,8.59591000E+00,3.08569000E-01,-1.90920000E+00,3.03775000E-01,-1.87954000E+00,-1.55%
1,-10,1.38161000E+00,-7.72560000E+00,7.84524000E+00,3.08569000E-01,-1.73564000E+00,3.04523000E-01,-1.71288000E+00,-1.31%
1,-9,1.38161000E+00,-6.96103000E+00,7.09419000E+00,3.08569000E-01,-1.56208000E+00,3.05220000E-01,-1.54512000E+00,-1.09%
1,-8,1.38161000E+00,-6.19396000E+00,6.34385000E+00,3.08569000E-01,-1.38851000E+00,3.05860000E-01,-1.37632000E+00,-0.88%
1,-7,1.38161000E+00,-5.42466000E+00,5.59581000E+00,3.08569000E-01,-1.21495000E+00,3.06440000E-01,-1.20656000E+00,-0.69%
1,-6,1.38161000E+00,-4.65340000E+00,4.85244000E+00,3.08569000E-01,-1.04138000E+00,3.06954000E-01,-1.03593000E+00,-0.52%
1,-5,1.38161000E+00,-3.88044000E+00,4.11764000E+00,3.08569000E-01,-8.67820000E-01,3.07397000E-01,-8.64523000E-01,-0.38%
1,-4,1.38161000E+00,-3.10606000E+00,3.39838000E+00,3.08569000E-01,-6.94256000E-01,3.07765000E-01,-6.92448000E-01,-0.26%
1,-3,1.38161000E+00,-2.33054000E+00,2.70851000E+00,3.08569000E-01,-5.20692000E-01,3.08056000E-01,-5.19826000E-01,-0.17%
1,-2,1.38161000E+00,-1.55417000E+00,2.07904000E+00,3.08569000E-01,-3.47128000E-01,3.08266000E-01,-3.46787000E-01,-0.10%
1,-1,1.38161000E+00,-7.77228000E-01,1.58507000E+00,3.08569000E-01,-1.73564000E-01,3.08392000E-01,-1.73465000E-01,-0.06%
1,0,1.38161000E+00,0.00000000E+00,1.38161000E+00,3.08569000E-01,0.00000000E+00,3.08435000E-01,0.00000000E+00,-0.04%
1,1,1.38161000E+00,7.77228000E-01,1.58507000E+00,3.08569000E-01,1.73564000E-01,3.08392000E-01,1.73465000E-01,-0.06%
1,2,1.38161000E+00,1.55417000E+00,2.07904000E+00,3.08569000E-01,3.47128000E-01,3.08266000E-01,3.46787000E-01,-0.10%
1,3,1.38161000E+00,2.33054000E+00,2.70851000E+00,3.08569000E-01,5.20692000E-01,3.08056000E-01,5.19826000E-01,-0.17%
1,4,1.38161000E+00,3.10606000E+00,3.39838000E+00,3.08569000E-01,6.94256000E-01,3.07765000E-01,6.92448000E-01,-0.26%
1,5,1.38161000E+00,3.88044000E+00,4.11764000E+00,3.08569000E-01,8.67820000E-01,3.07397000E-01,8.64523000E-01,-0.38%
1,6,1.38161000E+00,4.65340000E+00,4.85244000E+00,3.08569000E-01,1.04138000E+00,3.06954000E-01,1.03593000E+00,-0.52%
1,7,1.38161000E+00,5.42466000E+00,5.59581000E+00,3.08569000E-01,1.21495000E+00,3.06440000E-01,1.20656000E+00,-0.69%
1,8,1.38161000E+00,6.19396000E+00,6.34385000E+00,3.08569000E-01,1.38851000E+00,3.05860000E-01,1.37632000E+00,-0.88%
1,9,1.38161000E+00,6.96103000E+00,7.09419000E+00,3.08569000E-01,1.56208000E+00,3.05220000E-01,1.54512000E+00,-1.09%
1,10,1.38161000E+00,7.72560000E+00,7.84524000E+00,3.08569000E-01,1.73564000E+00,3.04523000E-01,1.71288000E+00,-1.31%
1,11,1.38161000E+00,8.48740000E+00,8.59591000E+00,3.08569000E-01,1.90920000E+00,3.03775000E-01,1.87954000E+00,-1.55%
1,12,1.38161000E+00,9.24620000E+00,9.34535000E+00,3.08569000E-01,2.08277000E+00,3.02980000E-01,2.04504000E+00,-1.81%
1,13,1.38161000E+00,1.00017000E+01,1.00929000E+01,3.08569000E-01,2.25633000E+00,3.02145000E-01,2.20935000E+00,-2.08%
1,14,1.38161000E+00,1.07538000E+01,1.08381000E+01,3.08569000E-01,2.42989000E+00,3.01272000E-01,2.37243000E+00,-2.36%
1,15,1.38161000E+00,1.15021000E+01,1.15804000E+01,3.08569000E-01,2.60346000E+00,3.00367000E-01,2.53426000E+00,-2.66%
1,16,1.38161000E+00,1.22464000E+01,1.23195000E+01,3.08569000E-01,2.77702000E+00,2.99433000E-01,2.69480000E+00,-2.96%
1,17,1.38161000E+00,1.29866000E+01,1.30550000E+01,3.08569000E-01,2.95059000E+00,2.98474000E-01,2.85406000E+00,-3.27%
1,18,1.38161000E+00,1.37224000E+01,1.37867000E+01,3.08569000E-01,3.12415000E+00,2.97492000E-01,3.01200000E+00,-3.59%
1,19,1.38161000E+00,1.44536000E+01,1.45141000E+01,3.08569000E-01,3.29771000E+00,2.96490000E-01,3.16863000E+00,-3.91%
1,20,1.38161000E+00,1.51801000E+01,1.52371000E+01,3.08569000E-01,3.47128000E+00,2.95470000E-01,3.32392000E+00,-4.25%
1,21,1.38161000E+00,1.59015000E+01,1.59555000E+01,3.08569000E-01,3.64484000E+00,2.94434000E-01,3.47787000E+00,-4.58%
2,-21,2.76161000E+00,-1.59015000E+01,1.61162000E+01,6.17138000E-01,-3.64484000E+00,5.88398000E-01,-3.47510000E+00,-4.66%
2,-20,2.76161000E+00,-1.51801000E+01,1.54069000E+01,6.17138000E-01,-3.47128000E+00,5.90455000E-01,-3.32119000E+00,-4.32%
2,-19,2.76161000E+00,-1.44536000E+01,1.46938000E+01,6.17138000E-01,-3.29771000E+00,5.92478000E-01,-3.16594000E+00,-4.00%
2,-18,2.76161000E+00,-1.37224000E+01,1.39773000E+01,6.17138000E-01,-3.12415000E+00,5.94464000E-01,-3.00937000E+00,-3.67%
2,-17,2.76161000E+00,-1.29866000E+01,1.32578000E+01,6.17138000E-01,-2.95059000E+00,5.96409000E-01,-2.85148000E+00,-3.36%
2,-16,2.76161000E+00,-1.22464000E+01,1.25359000E+01,6.17138000E-01,-2.77702000E+00,5.98308000E-01,-2.69229000E+00,-3.05%
2,-15,2.76161000E+00,-1.15021000E+01,1.18120000E+01,6.17138000E-01,-2.60346000E+00,6.00156000E-01,-2.53182000E+00,-2.75%
2,-14,2.76161000E+00,-1.07538000E+01,1.10869000E+01,6.17138000E-01,-2.42989000E+00,6.01946000E-01,-2.37008000E+00,-2.46%
2,-13,2.76161000E+00,-1.00017000E+01,1.03613000E+01,6.17138000E-01,-2.25633000E+00,6.03670000E-01,-2.20709000E+00,-2.18%
2,-12,2.76161000E+00,-9.24620000E+00,9.63626000E+00,6.17138000E-01,-2.08277000E+00,6.05320000E-01,-2.04288000E+00,-1.91%
2,-11,2.76161000E+00,-8.48740000E+00,8.91302000E+00,6.17138000E-01,-1.90920000E+00,6.06888000E-01,-1.87749000E+00,-1.66%
2,-10,2.76161000E+00,-7.72560000E+00,8.19318000E+00,6.17138000E-01,-1.73564000E+00,6.08364000E-01,-1.71096000E+00,-1.42%
2,-9,2.76161000E+00,-6.96103000E+00,7.47887000E+00,6.17138000E-01,-1.56208000E+00,6.09739000E-01,-1.54335000E+00,-1.20%
2,-8,2.76161000E+00,-6.19396000E+00,6.77301000E+00,6.17138000E-01,-1.38851000E+00,6.11002000E-01,-1.37471000E+00,-0.99%
2,-7,2.76161000E+00,-5.42466000E+00,6.07970000E+00,6.17138000E-01,-1.21495000E+00,6.12144000E-01,-1.20512000E+00,-0.81%
2,-6,2.76161000E+00,-4.65340000E+00,5.40498000E+00,6.17138000E-01,-1.04138000E+00,6.13156000E-01,-1.03466000E+00,-0.65%
2,-5,2.76161000E+00,-3.88044000E+00,4.75792000E+00,6.17138000E-01,-8.67820000E-01,6.14029000E-01,-8.63447000E-01,-0.50%
2,-4,2.76161000E+00,-3.10606000E+00,4.15262000E+00,6.17138000E-01,-6.94256000E-01,6.14754000E-01,-6.91574000E-01,-0.39%
2,-3,2.76161000E+00,-2.33054000E+00,3.61125000E+00,6.17138000E-01,-5.20692000E-01,6.15326000E-01,-5.19163000E-01,-0.29%
2,-2,2.76161000E+00,-1.55417000E+00,3.16772000E+00,6.17138000E-01,-3.47128000E-01,6.15739000E-01,-3.46341000E-01,-0.23%
2,-1,2.76161000E+00,-7.77228000E-01,2.86857000E+00,6.17138000E-01,-1.73564000E-01,6.15988000E-01,-1.73241000E-01,-0.19%
2,0,2.76161000E+00,0.00000000E+00,2.76161000E+00,6.17138000E-01,0.00000000E+00,6.16072000E-01,0.00000000E+00,-0.17%
2,1,2.76161000E+00,7.77228000E-01,2.86857000E+00,6.17138000E-01,1.73564000E-01,6.15988000E-01,1.73241000E-01,-0.19%
2,2,2.76161000E+00,1.55417000E+00,3.16772000E+00,6.17138000E-01,3.47128000E-01,6.15739000E-01,3.46341000E-01,-0.23%
2,3,2.76161000E+00,2.33054000E+00,3.61125000E+00,6.17138000E-01,5.20692000E-01,6.15326000E-01,5.19163000E-01,-0.29%
2,4,2.76161000E+00,3.10606000E+00,4.15262000E+00,6.17138000E-01,6.94256000E-01,6.14754000E-01,6.91574000E-01,-0.39%
2,5,2.76161000E+00,3.88044000E+00,4.75792000E+00,6.17138000E-01,8.67820000E-01,6.14029000E-01,8.63447000E-01,-0.50%
2,6,2.76161000E+00,4.65340000E+00,5.40498000E+00,6.17138000E-01,1.04138000E+00,6.13156000E-01,1.03466000E+00,-0.65%
2,7,2.76161000E+00,5.42466000E+00,6.07970000E+00,6.17138000E-01,1.21495000E+00,6.12144000E-01,1.20512000E+00,-0.81%
2,8,2.76161000E+00,6.19396000E+00,6.77301000E+00,6.17138000E-01,1.38851000E+00,6.11002000E-01,1.37471000E+00,-0.99%
2,9,2.76161000E+00,6.96103000E+00,7.47887000E+00,6.17138000E-01,1.56208000E+00,6.09739000E-01,1.54335000E+00,-1.20%
2,10,2.76161000E+00,7.72560000E+00,8.19318000E+00,6.17138000E-01,1.73564000E+00,6.08364000E-01,1.71096000E+00,-1.42%
2,11,2.76161000E+00,8.48740000E+00,8.91302000E+00,6.17138000E-01,1.90920000E+00,6.06888000E-01,1.87749000E+00,-1.66%
2,12,2.76161000E+00,9.24620000E+00,9.63626000E+00,6.17138000E-01,2.08277000E+00,6.05320000E-01,2.04288000E+00,-1.91%
2,13,2.76161000E+00,1.00017000E+01,1.03613000E+01,6.17138000E-01,2.25633000E+00,6.03670000E-01,2.20709000E+00,-2.18%
2,14,2.76161000E+00,1.07538000E+01,1.10869000E+01,6.17138000E-01,2.42989000E+00,6.01946000E-01,2.37008000E+00,-2.46%
2,15,2.76161000E+00,1.15021000E+01,1.18120000E+01,6.17138000E-01,2.60346000E+00,6.00156000E-01,2.53182000E+00,-2.75%
2,16,2.76161000E+00,1.22464000E+01,1.25359000E+01,6.17138000E-01,2.77702000E+00,5.98308000E-01,2.69229000E+00,-3.05%
2,17,2.76161000E+00,1.29866000E+01,1.32578000E+01,6.17138000E-01,2.95059000E+00,5.96409000E-01,2.85148000E+00,-3.36%
2,18,2.76161000E+00,1.37224000E+01,1.39773000E+01,6.17138000E-01,3.12415000E+00,5.94464000E-01,3.00937000E+00,-3.67%
2,19,2.76161000E+00,1.44536000E+01,1.46938000E+01,6.17138000E-01,3.29771000E+00,5.92478000E-01,3.16594000E+00,-4.00%
2,20,2.76161000E+00,1.51801000E+01,1.54069000E+01,6.17138000E-01,3.47128000E+00,5.90455000E-01,3.32119000E+00,-4.32%
2,21,2.76161000E+00,1.59015000E+01,1.61162000E+01,6.17138000E-01,3.64484000E+00,5.88398000E-01,3.47510000E+00,-4.66%
3,-21,4.13841000E+00,-1.59015000E+01,1.63797000E+01,9.25707000E-01,-3.64484000E+00,8.81433000E-01,-3.47052000E+00,-4.78%
3,-20,4.13841000E+00,-1.51801000E+01,1.56849000E+01,9.25707000E-01,-3.47128000E+00,8.84481000E-01,-3.31668000E+00,-4.45%
3,-19,4.13841000E+00,-1.44536000E+01,1.49876000E+01,9.25707000E-01,-3.29771000E+00,8.87475000E-01,-3.16152000E+00,-4.13%
3,-18,4.13841000E+00,-1.37224000E+01,1.42885000E+01,9.25707000E-01,-3.12415000E+00,8.90411000E-01,-3.00503000E+00,-3.81%
3,-17,4.13841000E+00,-1.29866000E+01,1.35881000E+01,9.25707000E-01,-2.95059000E+00,8.93284000E-01,-2.84724000E+00,-3.50%
3,-16,4.13841000E+00,-1.22464000E+01,1.28874000E+01,9.25707000E-01,-2.77702000E+00,8.96086000E-01,-2.68816000E+00,-3.20%
3,-15,4.13841000E+00,-1.15021000E+01,1.21871000E+01,9.25707000E-01,-2.60346000E+00,8.98809000E-01,-2.52781000E+00,-2.91%
3,-14,4.13841000E+00,-1.07538000E+01,1.14883000E+01,9.25707000E-01,-2.42989000E+00,9.01444000E-01,-2.36621000E+00,-2.62%
3,-13,4.13841000E+00,-1.00017000E+01,1.07925000E+01,9.25707000E-01,-2.25633000E+00,9.03980000E-01,-2.20337000E+00,-2.35%
3,-12,4.13841000E+00,-9.24620000E+00,1.01011000E+01,9.25707000E-01,-2.08277000E+00,9.06406000E-01,-2.03934000E+00,-2.09%
3,-11,4.13841000E+00,-8.48740000E+00,9.41636000E+00,9.25707000E-01,-1.90920000E+00,9.08708000E-01,-1.87414000E+00,-1.84%
3,-10,4.13841000E+00,-7.72560000E+00,8.74075000E+00,9.25707000E-01,-1.73564000E+00,9.10874000E-01,-1.70783000E+00,-1.60%
3,-9,4.13841000E+00,-6.96103000E+00,8.07766000E+00,9.25707000E-01,-1.56208000E+00,9.12889000E-01,-1.54045000E+00,-1.38%
3,-8,4.13841000E+00,-6.19396000E+00,7.43148000E+00,9.25707000E-01,-1.38851000E+00,9.14740000E-01,-1.37206000E+00,-1.18%
3,-7,4.13841000E+00,-5.42466000E+00,6.80809000E+00,9.25707000E-01,-1.21495000E+00,9.16412000E-01,-1.20275000E+00,-1.00%
3,-6,4.13841000E+00,-4.65340000E+00,6.21536000E+00,9.25707000E-01,-1.04138000E+00,9.17893000E-01,-1.03259000E+00,-0.84%
3,-5,4.13841000E+00,-3.88044000E+00,5.66392000E+00,9.25707000E-01,-8.67820000E-01,9.19169000E-01,-8.61691000E-01,-0.71%
3,-4,4.13841000E+00,-3.10606000E+00,5.16790000E+00,9.25707000E-01,-6.94256000E-01,9.20230000E-01,-6.90148000E-01,-0.59%
3,-3,4.13841000E+00,-2.33054000E+00,4.74554000E+00,9.25707000E-01,-5.20692000E-01,9.21066000E-01,-5.18081000E-01,-0.50%
3,-2,4.13841000E+00,-1.55417000E+00,4.41872000E+00,9.25707000E-01,-3.47128000E-01,9.21669000E-01,-3.45614000E-01,-0.44%
3,-1,4.13841000E+00,-7.77228000E-01,4.21026000E+00,9.25707000E-01,-1.73564000E-01,9.22034000E-01,-1.72875000E-01,-0.40%
3,0,4.13841000E+00,0.00000000E+00,4.13841000E+00,9.25707000E-01,0.00000000E+00,9.22155000E-01,0.00000000E+00,-0.38%
3,1,4.13841000E+00,7.77228000E-01,4.21026000E+00,9.25707000E-01,1.73564000E-01,9.22034000E-01,1.72875000E-01,-0.40%
3,2,4.13841000E+00,1.55417000E+00,4.41872000E+00,9.25707000E-01,3.47128000E-01,9.21669000E-01,3.45614000E-01,-0.44%
3,3,4.13841000E+00,2.33054000E+00,4.74554000E+00,9.25707000E-01,5.20692000E-01,9.21066000E-01,5.18081000E-01,-0.50%
3,4,4.13841000E+00,3.10606000E+00,5.16790000E+00,9.25707000E-01,6.94256000E-01,9.20230000E-01,6.90148000E-01,-0.59%
3,5,4.13841000E+00,3.88044000E+00,5.66392000E+00,9.25707000E-01,8.67820000E-01,9.19169000E-01,8.61691000E-01,-0.71%
