i,j,X-Field,Y-Field,R-Field,PredictedX,PredictedY,RealX,RealY,Distortion
-11,18,-1.48583000E+01,1.37224000E+01,1.98279000E+01,-3.39426000E+00,3.12415000E+00,-3.17295000E+00,2.92045000E+00,-6.52%
-11,19,-1.48583000E+01,1.44536000E+01,2.02991000E+01,-3.39426000E+00,3.29771000E+00,-3.16441000E+00,3.07440000E+00,-6.77%
-11,20,-1.48583000E+01,1.51801000E+01,2.07804000E+01,-3.39426000E+00,3.47128000E+00,-3.15555000E+00,3.22716000E+00,-7.03%
-11,21,-1.48583000E+01,1.59015000E+01,2.12703000E+01,-3.39426000E+00,3.64484000E+00,-3.14640000E+00,3.37868000E+00,-7.30%
-10,-21,-1.35598000E+01,-1.59015000E+01,2.04690000E+01,-3.08569000E+00,-3.64484000E+00,-2.87391000E+00,-3.39468000E+00,-6.86%
-10,-20,-1.35598000E+01,-1.51801000E+01,1.99519000E+01,-3.08569000E+00,-3.47128000E+00,-2.88247000E+00,-3.24266000E+00,-6.59%
-10,-19,-1.35598000E+01,-1.44536000E+01,1.94428000E+01,-3.08569000E+00,-3.29771000E+00,-2.89076000E+00,-3.08939000E+00,-6.32%
-10,-18,-1.35598000E+01,-1.37224000E+01,1.89430000E+01,-3.08569000E+00,-3.12415000E+00,-2.89878000E+00,-2.93491000E+00,-6.06%
-10,-17,-1.35598000E+01,-1.29866000E+01,1.84538000E+01,-3.08569000E+00,-2.95059000E+00,-2.90652000E+00,-2.77926000E+00,-5.81%
-10,-16,-1.35598000E+01,-1.22464000E+01,1.79768000E+01,-3.08569000E+00,-2.77702000E+00,-2.91396000E+00,-2.62247000E+00,-5.57%
-10,-15,-1.35598000E+01,-1.15021000E+01,1.75135000E+01,-3.08569000E+00,-2.60346000E+00,-2.92108000E+00,-2.46457000E+00,-5.33%
-10,-14,-1.35598000E+01,-1.07538000E+01,1.70657000E+01,-3.08569000E+00,-2.42989000E+00,-2.92787000E+00,-2.30562000E+00,-5.11%
-10,-13,-1.35598000E+01,-1.00017000E+01,1.66352000E+01,-3.08569000E+00,-2.25633000E+00,-2.93432000E+00,-2.14565000E+00,-4.91%
-10,-12,-1.35598000E+01,-9.24620000E+00,1.62240000E+01,-3.08569000E+00,-2.08277000E+00,-2.94040000E+00,-1.98470000E+00,-4.71%
-10,-11,-1.35598000E+01,-8.48740000E+00,1.58341000E+01,-3.08569000E+00,-1.90920000E+00,-2.94610000E+00,-1.82284000E+00,-4.52%
-10,-10,-1.35598000E+01,-7.72560000E+00,1.54677000E+01,-3.08569000E+00,-1.73564000E+00,-2.95140000E+00,-1.66010000E+00,-4.35%
-10,-9,-1.35598000E+01,-6.96103000E+00,1.51270000E+01,-3.08569000E+00,-1.56208000E+00,-2.95627000E+00,-1.49656000E+00,-4.19%
-10,-8,-1.35598000E+01,-6.19396000E+00,1.48141000E+01,-3.08569000E+00,-1.38851000E+00,-2.96070000E+00,-1.33227000E+00,-4.05%
-10,-7,-1.35598000E+01,-5.42466000E+00,1.45315000E+01,-3.08569000E+00,-1.21495000E+00,-2.96466000E+00,-1.16729000E+00,-3.92%
-10,-6,-1.35598000E+01,-4.65340000E+00,1.42812000E+01,-3.08569000E+00,-1.04138000E+00,-2.96814000E+00,-1.00171000E+00,-3.81%
-10,-5,-1.35598000E+01,-3.88044000E+00,1.40653000E+01,-3.08569000E+00,-8.67820000E-01,-2.97111000E+00,-8.35596000E-01,-3.71%
-10,-4,-1.35598000E+01,-3.10606000E+00,1.38858000E+01,-3.08569000E+00,-6.94256000E-01,-2.97357000E+00,-6.69030000E-01,-3.63%
-10,-3,-1.35598000E+01,-2.33054000E+00,1.37442000E+01,-3.08569000E+00,-5.20692000E-01,-2.97550000E+00,-5.02097000E-01,-3.57%
-10,-2,-1.35598000E+01,-1.55417000E+00,1.36421000E+01,-3.08569000E+00,-3.47128000E-01,-2.97688000E+00,-3.34887000E-01,-3.53%
-10,-1,-1.35598000E+01,-7.77228000E-01,1.35804000E+01,-3.08569000E+00,-1.73564000E-01,-2.97772000E+00,-1.67491000E-01,-3.50%
-10,0,-1.35598000E+01,0.00000000E+00,1.35598000E+01,-3.08569000E+00,0.00000000E+00,-2.97799000E+00,0.00000000E+00,-3.49%
-10,1,-1.35598000E+01,7.77228000E-01,1.35804000E+01,-3.08569000E+00,1.73564000E-01,-2.97772000E+00,1.67491000E-01,-3.50%
-10,2,-1.35598000E+01,1.55417000E+00,1.36421000E+01,-3.08569000E+00,3.47128000E-01,-2.97688000E+00,3.34887000E-01,-3.53%
-10,3,-1.35598000E+01,2.33054000E+00,1.37442000E+01,-3.08569000E+00,5.20692000E-01,-2.97550000E+00,5.02097000E-01,-3.57%
-10,4,-1.35598000E+01,3.10606000E+00,1.38858000E+01,-3.08569000E+00,6.94256000E-01,-2.97357000E+00,6.69030000E-01,-3.63%
-10,5,-1.35598000E+01,3.88044000E+00,1.40653000E+01,-3.08569000E+00,8.67820000E-01,-2.97111000E+00,8.35596000E-01,-3.71%
-10,6,-1.35598000E+01,4.65340000E+00,1.42812000E+01,-3.08569000E+00,1.04138000E+00,-2.96814000E+00,1.00171000E+00,-3.81%
-10,7,-1.35598000E+01,5.42466000E+00,1.45315000E+01,-3.08569000E+00,1.21495000E+00,-2.96466000E+00,1.16729000E+00,-3.92%
-10,8,-1.35598000E+01,6.19396000E+00,1.48141000E+01,-3.08569000E+00,1.38851000E+00,-2.96070000E+00,1.33227000E+00,-4.05%
-10,9,-1.35598000E+01,6.96103000E+00,1.51270000E+01,-3.08569000E+00,1.56208000E+00,-2.95627000E+00,1.49656000E+00,-4.19%
-10,10,-1.35598000E+01,7.72560000E+00,1.54677000E+01,-3.08569000E+00,1.73564000E+00,-2.95140000E+00,1.66010000E+00,-4.35%
-10,11,-1.35598000E+01,8.48740000E+00,1.58341000E+01,-3.08569000E+00,1.90920000E+00,-2.94610000E+00,1.82284000E+00,-4.52%
-10,12,-1.35598000E+01,9.24620000E+00,1.62240000E+01,-3.08569000E+00,2.08277000E+00,-2.94040000E+00,1.98470000E+00,-4.71%
-10,13,-1.35598000E+01,1.00017000E+01,1.66352000E+01,-3.08569000E+00,2.25633000E+00,-2.93432000E+00,2.14565000E+00,-4.91%
-10,14,-1.35598000E+01,1.07538000E+01,1.70657000E+01,-3.08569000E+00,2.42989000E+00,-2.92787000E+00,2.30562000E+00,-5.11%
-10,15,-1.35598000E+01,1.15021000E+01,1.75135000E+01,-3.08569000E+00,2.60346000E+00,-2.92108000E+00,2.46457000E+00,-5.33%
-10,16,-1.35598000E+01,1.22464000E+01,1.79768000E+01,-3.08569000E+00,2.77702000E+00,-2.91396000E+00,2.62247000E+00,-5.57%
-10,17,-1.35598000E+01,1.29866000E+01,1.84538000E+01,-3.08569000E+00,2.95059000E+00,-2.90652000E+00,2.77926000E+00,-5.81%
-10,18,-1.35598000E+01,1.37224000E+01,1.89430000E+01,-3.08569000E+00,3.12415000E+00,-2.89878000E+00,2.93491000E+00,-6.06%
-10,19,-1.35598000E+01,1.44536000E+01,1.94428000E+01,-3.08569000E+00,3.29771000E+00,-2.89076000E+00,3.08939000E+00,-6.32%
-10,20,-1.35598000E+01,1.51801000E+01,1.99519000E+01,-3.08569000E+00,3.47128000E+00,-2.88247000E+00,3.24266000E+00,-6.59%
-10,21,-1.35598000E+01,1.59015000E+01,2.04690000E+01,-3.08569000E+00,3.64484000E+00,-2.87391000E+00,3.39468000E+00,-6.86%
-9,-21,-1.22469000E+01,-1.59015000E+01,1.97054000E+01,-2.77712000E+00,-3.64484000E+00,-2.59785000E+00,-3.40956000E+00,-6.46%
-9,-20,-1.22469000E+01,-1.51801000E+01,1.91605000E+01,-2.77712000E+00,-3.47128000E+00,-2.60578000E+00,-3.25711000E+00,-6.17%
-9,-19,-1.22469000E+01,-1.44536000E+01,1.86227000E+01,-2.77712000E+00,-3.29771000E+00,-2.61348000E+00,-3.10339000E+00,-5.89%
-9,-18,-1.22469000E+01,-1.37224000E+01,1.80932000E+01,-2.77712000E+00,-3.12415000E+00,-2.62094000E+00,-2.94845000E+00,-5.62%
-9,-17,-1.22469000E+01,-1.29866000E+01,1.75734000E+01,-2.77712000E+00,-2.95059000E+00,-2.62815000E+00,-2.79231000E+00,-5.36%
-9,-16,-1.22469000E+01,-1.22464000E+01,1.70649000E+01,-2.77712000E+00,-2.77702000E+00,-2.63510000E+00,-2.63500000E+00,-5.11%
-9,-15,-1.22469000E+01,-1.15021000E+01,1.65694000E+01,-2.77712000E+00,-2.60346000E+00,-2.64177000E+00,-2.47657000E+00,-4.87%
-9,-14,-1.22469000E+01,-1.07538000E+01,1.60888000E+01,-2.77712000E+00,-2.42989000E+00,-2.64815000E+00,-2.31705000E+00,-4.64%
-9,-13,-1.22469000E+01,-1.00017000E+01,1.56251000E+01,-2.77712000E+00,-2.25633000E+00,-2.65422000E+00,-2.15648000E+00,-4.43%
-9,-12,-1.22469000E+01,-9.24620000E+00,1.51804000E+01,-2.77712000E+00,-2.08277000E+00,-2.65996000E+00,-1.99490000E+00,-4.22%
-9,-11,-1.22469000E+01,-8.48740000E+00,1.47571000E+01,-2.77712000E+00,-1.90920000E+00,-2.66535000E+00,-1.83236000E+00,-4.02%
-9,-10,-1.22469000E+01,-7.72560000E+00,1.43577000E+01,-2.77712000E+00,-1.73564000E+00,-2.67037000E+00,-1.66892000E+00,-3.84%
-9,-9,-1.22469000E+01,-6.96103000E+00,1.39848000E+01,-2.77712000E+00,-1.56208000E+00,-2.67500000E+00,-1.50463000E+00,-3.68%
-9,-8,-1.22469000E+01,-6.19396000E+00,1.36410000E+01,-2.77712000E+00,-1.38851000E+00,-2.67921000E+00,-1.33956000E+00,-3.53%
-9,-7,-1.22469000E+01,-5.42466000E+00,1.33292000E+01,-2.77712000E+00,-1.21495000E+00,-2.68298000E+00,-1.17376000E+00,-3.39%
-9,-6,-1.22469000E+01,-4.65340000E+00,1.30520000E+01,-2.77712000E+00,-1.04138000E+00,-2.68630000E+00,-1.00733000E+00,-3.27%
-9,-5,-1.22469000E+01,-3.88044000E+00,1.28120000E+01,-2.77712000E+00,-8.67820000E-01,-2.68915000E+00,-8.40329000E-01,-3.17%
-9,-4,-1.22469000E+01,-3.10606000E+00,1.26119000E+01,-2.77712000E+00,-6.94256000E-01,-2.69150000E+00,-6.72851000E-01,-3.08%
-9,-3,-1.22469000E+01,-2.33054000E+00,1.24537000E+01,-2.77712000E+00,-5.20692000E-01,-2.69334000E+00,-5.04984000E-01,-3.02%
-9,-2,-1.22469000E+01,-1.55417000E+00,1.23393000E+01,-2.77712000E+00,-3.47128000E-01,-2.69467000E+00,-3.36822000E-01,-2.97%
-9,-1,-1.22469000E+01,-7.77228000E-01,1.22700000E+01,-2.77712000E+00,-1.73564000E-01,-2.69547000E+00,-1.68461000E-01,-2.94%
-9,0,-1.22469000E+01,0.00000000E+00,1.22469000E+01,-2.77712000E+00,0.00000000E+00,-2.69574000E+00,0.00000000E+00,-2.93%
-9,1,-1.22469000E+01,7.77228000E-01,1.22700000E+01,-2.77712000E+00,1.73564000E-01,-2.69547000E+00,1.68461000E-01,-2.94%
-9,2,-1.22469000E+01,1.55417000E+00,1.23393000E+01,-2.77712000E+00,3.47128000E-01,-2.69467000E+00,3.36822000E-01,-2.97%
-9,3,-1.22469000E+01,2.33054000E+00,1.24537000E+01,-2.77712000E+00,5.20692000E-01,-2.69334000E+00,5.04984000E-01,-3.02%
-9,4,-1.22469000E+01,3.10606000E+00,1.26119000E+01,-2.77712000E+00,6.94256000E-01,-2.69150000E+00,6.72851000E-01,-3.08%
-9,5,-1.22469000E+01,3.88044000E+00,1.28120000E+01,-2.77712000E+00,8.67820000E-01,-2.68915000E+00,8.40329000E-01,-3.17%
-9,6,-1.22469000E+01,4.65340000E+00,1.30520000E+01,-2.77712000E+00,1.04138000E+00,-2.68630000E+00,1.00733000E+00,-3.27%
-9,7,-1.22469000E+01,5.42466000E+00,1.33292000E+01,-2.77712000E+00,1.21495000E+00,-2.68298000E+00,1.17376000E+00,-3.39%
-9,8,-1.22469000E+01,6.19396000E+00,1.36410000E+01,-2.77712000E+00,1.38851000E+00,-2.67921000E+00,1.33956000E+00,-3.53%
-9,9,-1.22469000E+01,6.96103000E+00,1.39848000E+01,-2.77712000E+00,1.56208000E+00,-2.67500000E+00,1.50463000E+00,-3.68%
-9,10,-1.22469000E+01,7.72560000E+00,1.43577000E+01,-2.77712000E+00,1.73564000E+00,-2.67037000E+00,1.66892000E+00,-3.84%
-9,11,-1.22469000E+01,8.48740000E+00,1.47571000E+01,-2.77712000E+00,1.90920000E+00,-2.66535000E+00,1.83236000E+00,-4.02%
-9,12,-1.22469000E+01,9.24620000E+00,1.51804000E+01,-2.77712000E+00,2.08277000E+00,-2.65996000E+00,1.99490000E+00,-4.22%
-9,13,-1.22469000E+01,1.00017000E+01,1.56251000E+01,-2.77712000E+00,2.25633000E+00,-2.65422000E+00,2.15648000E+00,-4.43%
-9,14,-1.22469000E+01,1.07538000E+01,1.60888000E+01,-2.77712000E+00,2.42989000E+00,-2.64815000E+00,2.31705000E+00,-4.64%
-9,15,-1.22469000E+01,1.15021000E+01,1.65694000E+01,-2.77712000E+00,2.60346000E+00,-2.64177000E+00,2.47657000E+00,-4.87%
-9,16,-1.22469000E+01,1.22464000E+01,1.70649000E+01,-2.77712000E+00,2.77702000E+00,-2.63510000E+00,2.63500000E+00,-5.11%
-9,17,-1.22469000E+01,1.29866000E+01,1.75734000E+01,-2.77712000E+00,2.95059000E+00,-2.62815000E+00,2.79231000E+00,-5.36%
-9,18,-1.22469000E+01,1.37224000E+01,1.80932000E+01,-2.77712000E+00,3.12415000E+00,-2.62094000E+00,2.94845000E+00,-5.62%
-9,19,-1.22469000E+01,1.44536000E+01,1.86227000E+01,-2.77712000E+00,3.29771000E+00,-2.61348000E+00,3.10339000E+00,-5.89%
-9,20,-1.22469000E+01,1.51801000E+01,1.91605000E+01,-2.77712000E+00,3.47128000E+00,-2.60578000E+00,3.25711000E+00,-6.17%
-9,21,-1.22469000E+01,1.59015000E+01,1.97054000E+01,-2.77712000E+00,3.64484000E+00,-2.59785000E+00,3.40956000E+00,-6.46%
-8,-21,-1.09208000E+01,-1.59015000E+01,1.89871000E+01,-2.46855000E+00,-3.64484000E+00,-2.31846000E+00,-3.42324000E+00,-6.08%
-8,-20,-1.09208000E+01,-1.51801000E+01,1.84142000E+01,-2.46855000E+00,-3.47128000E+00,-2.32571000E+00,-3.27042000E+00,-5.79%
-8,-19,-1.09208000E+01,-1.44536000E+01,1.78471000E+01,-2.46855000E+00,-3.29771000E+00,-2.33277000E+00,-3.11632000E+00,-5.50%
-8,-18,-1.09208000E+01,-1.37224000E+01,1.72870000E+01,-2.46855000E+00,-3.12415000E+00,-2.33962000E+00,-2.96098000E+00,-5.22%
-8,-17,-1.09208000E+01,-1.29866000E+01,1.67355000E+01,-2.46855000E+00,-2.95059000E+00,-2.34626000E+00,-2.80442000E+00,-4.95%
-8,-16,-1.09208000E+01,-1.22464000E+01,1.61942000E+01,-2.46855000E+00,-2.77702000E+00,-2.35268000E+00,-2.64667000E+00,-4.69%
-8,-15,-1.09208000E+01,-1.15021000E+01,1.56647000E+01,-2.46855000E+00,-2.60346000E+00,-2.35885000E+00,-2.48776000E+00,-4.44%
-8,-14,-1.09208000E+01,-1.07538000E+01,1.51490000E+01,-2.46855000E+00,-2.42989000E+00,-2.36477000E+00,-2.32773000E+00,-4.20%
-8,-13,-1.09208000E+01,-1.00017000E+01,1.46494000E+01,-2.46855000E+00,-2.25633000E+00,-2.37041000E+00,-2.16663000E+00,-3.98%
-8,-12,-1.09208000E+01,-9.24620000E+00,1.41681000E+01,-2.46855000E+00,-2.08277000E+00,-2.37576000E+00,-2.00448000E+00,-3.76%
-8,-11,-1.09208000E+01,-8.48740000E+00,1.37079000E+01,-2.46855000E+00,-1.90920000E+00,-2.38079000E+00,-1.84133000E+00,-3.56%
-8,-10,-1.09208000E+01,-7.72560000E+00,1.32715000E+01,-2.46855000E+00,-1.73564000E+00,-2.38549000E+00,-1.67724000E+00,-3.36%
-8,-9,-1.09208000E+01,-6.96103000E+00,1.28619000E+01,-2.46855000E+00,-1.56208000E+00,-2.38983000E+00,-1.51226000E+00,-3.19%
-8,-8,-1.09208000E+01,-6.19396000E+00,1.24825000E+01,-2.46855000E+00,-1.38851000E+00,-2.39379000E+00,-1.34646000E+00,-3.03%
-8,-7,-1.09208000E+01,-5.42466000E+00,1.21365000E+01,-2.46855000E+00,-1.21495000E+00,-2.39734000E+00,-1.17990000E+00,-2.88%
-8,-6,-1.09208000E+01,-4.65340000E+00,1.18275000E+01,-2.46855000E+00,-1.04138000E+00,-2.40047000E+00,-1.01266000E+00,-2.76%
-8,-5,-1.09208000E+01,-3.88044000E+00,1.15588000E+01,-2.46855000E+00,-8.67820000E-01,-2.40315000E+00,-8.44828000E-01,-2.65%
-8,-4,-1.09208000E+01,-3.10606000E+00,1.13337000E+01,-2.46855000E+00,-6.94256000E-01,-2.40537000E+00,-6.76488000E-01,-2.56%
-8,-3,-1.09208000E+01,-2.33054000E+00,1.11551000E+01,-2.46855000E+00,-5.20692000E-01,-2.40712000E+00,-5.07734000E-01,-2.49%
-8,-2,-1.09208000E+01,-1.55417000E+00,1.10256000E+01,-2.46855000E+00,-3.47128000E-01,-2.40838000E+00,-3.38666000E-01,-2.44%
-8,-1,-1.09208000E+01,-7.77228000E-01,1.09471000E+01,-2.46855000E+00,-1.73564000E-01,-2.40913000E+00,-1.69386000E-01,-2.41%
-8,0,-1.09208000E+01,0.00000000E+00,1.09208000E+01,-2.46855000E+00,0.00000000E+00,-2.40939000E+00,0.00000000E+00,-2.40%
-8,1,-1.09208000E+01,7.77228000E-01,1.09471000E+01,-2.46855000E+00,1.73564000E-01,-2.40913000E+00,1.69386000E-01,-2.41%
-8,2,-1.09208000E+01,1.55417000E+00,1.10256000E+01,-2.46855000E+00,3.47128000E-01,-2.40838000E+00,3.38666000E-01,-2.44%
-8,3,-1.09208000E+01,2.33054000E+00,1.11551000E+01,-2.46855000E+00,5.20692000E-01,-2.40712000E+00,5.07734000E-01,-2.49%
-8,4,-1.09208000E+01,3.10606000E+00,1.13337000E+01,-2.46855000E+00,6.94256000E-01,-2.40537000E+00,6.76488000E-01,-2.56%
-8,5,-1.09208000E+01,3.88044000E+00,1.15588000E+01,-2.46855000E+00,8.67820000E-01,-2.40315000E+00,8.44828000E-01,-2.65%
-8,6,-1.09208000E+01,4.65340000E+00,1.18275000E+01,-2.46855000E+00,1.04138000E+00,-2.40047000E+00,1.01266000E+00,-2.76%
-8,7,-1.09208000E+01,5.42466000E+00,1.21365000E+01,-2.46855000E+00,1.21495000E+00,-2.39734000E+00,1.17990000E+00,-2.88%
-8,8,-1.09208000E+01,6.19396000E+00,1.24825000E+01,-2.46855000E+00,1.38851000E+00,-2.39379000E+00,1.34646000E+00,-3.03%
-8,9,-1.09208000E+01,6.96103000E+00,1.28619000E+01,-2.46855000E+00,1.56208000E+00,-2.38983000E+00,1.51226000E+00,-3.19%
-8,10,-1.09208000E+01,7.72560000E+00,1.32715000E+01,-2.46855000E+00,1.73564000E+00,-2.38549000E+00,1.67724000E+00,-3.36%
-8,11,-1.09208000E+01,8.48740000E+00,1.37079000E+01,-2.46855000E+00,1.90920000E+00,-2.38079000E+00,1.84133000E+00,-3.56%
-8,12,-1.09208000E+01,9.24620000E+00,1.41681000E+01,-2.46855000E+00,2.08277000E+00,-2.37576000E+00,2.00448000E+00,-3.76%
-8,13,-1.09208000E+01,1.00017000E+01,1.46494000E+01,-2.46855000E+00,2.25633000E+00,-2.37041000E+00,2.16663000E+00,-3.98%
-8,14,-1.09208000E+01,1.07538000E+01,1.51490000E+01,-2.46855000E+00,2.42989000E+00,-2.36477000E+00,2.32773000E+00,-4.20%
-8,15,-1.09208000E+01,1.15021000E+01,1.56647000E+01,-2.46855000E+00,2.60346000E+00,-2.35885000E+00,2.48776000E+00,-4.44%
-8,16,-1.09208000E+01,1.22464000E+01,1.61942000E+01,-2.46855000E+00,2.77702000E+00,-2.35268000E+00,2.64667000E+00,-4.69%
-8,17,-1.09208000E+01,1.29866000E+01,1.67355000E+01,-2.46855000E+00,2.95059000E+00,-2.34626000E+00,2.80442000E+00,-4.95%
-8,18,-1.09208000E+01,1.37224000E+01,1.72870000E+01,-2.46855000E+00,3.12415000E+00,-2.33962000E+00,2.96098000E+00,-5.22%
-8,19,-1.09208000E+01,1.44536000E+01,1.78471000E+01,-2.46855000E+00,3.29771000E+00,-2.33277000E+00,3.11632000E+00,-5.50%
-8,20,-1.09208000E+01,1.51801000E+01,1.84142000E+01,-2.46855000E+00,3.47128000E+00,-2.32571000E+00,3.27042000E+00,-5.79%
-8,21,-1.09208000E+01,1.59015000E+01,1.89871000E+01,-2.46855000E+00,3.64484000E+00,-2.31846000E+00,3.42324000E+00,-6.08%
-7,-21,-9.58275000E+00,-1.59015000E+01,1.83225000E+01,-2.15998000E+00,-3.64484000E+00,-2.03600000E+00,-3.43563000E+00,-5.74%
-7,-20,-9.58275000E+00,-1.51801000E+01,1.77217000E+01,-2.15998000E+00,-3.47128000E+00,-2.04252000E+00,-3.28251000E+00,-5.44%
-7,-19,-9.58275000E+00,-1.44536000E+01,1.71253000E+01,-2.15998000E+00,-3.29771000E+00,-2.04888000E+00,-3.12809000E+00,-5.14%
-7,-18,-9.58275000E+00,-1.37224000E+01,1.65345000E+01,-2.15998000E+00,-3.12415000E+00,-2.05507000E+00,-2.97241000E+00,-4.86%
-7,-17,-9.58275000E+00,-1.29866000E+01,1.59507000E+01,-2.15998000E+00,-2.95059000E+00,-2.06109000E+00,-2.81549000E+00,-4.58%
-7,-16,-9.58275000E+00,-1.22464000E+01,1.53754000E+01,-2.15998000E+00,-2.77702000E+00,-2.06691000E+00,-2.65736000E+00,-4.31%
-7,-15,-9.58275000E+00,-1.15021000E+01,1.48105000E+01,-2.15998000E+00,-2.60346000E+00,-2.07253000E+00,-2.49804000E+00,-4.05%
-7,-14,-9.58275000E+00,-1.07538000E+01,1.42579000E+01,-2.15998000E+00,-2.42989000E+00,-2.07792000E+00,-2.33758000E+00,-3.80%
-7,-13,-9.58275000E+00,-1.00017000E+01,1.37199000E+01,-2.15998000E+00,-2.25633000E+00,-2.08308000E+00,-2.17600000E+00,-3.56%
-7,-12,-9.58275000E+00,-9.24620000E+00,1.31990000E+01,-2.15998000E+00,-2.08277000E+00,-2.08798000E+00,-2.01334000E+00,-3.33%
-7,-11,-9.58275000E+00,-8.48740000E+00,1.26981000E+01,-2.15998000E+00,-1.90920000E+00,-2.09260000E+00,-1.84965000E+00,-3.12%
-7,-10,-9.58275000E+00,-7.72560000E+00,1.22203000E+01,-2.15998000E+00,-1.73564000E+00,-2.09692000E+00,-1.68497000E+00,-2.92%
-7,-9,-9.58275000E+00,-6.96103000E+00,1.17692000E+01,-2.15998000E+00,-1.56208000E+00,-2.10092000E+00,-1.51936000E+00,-2.73%
-7,-8,-9.58275000E+00,-6.19396000E+00,1.13486000E+01,-2.15998000E+00,-1.38851000E+00,-2.10457000E+00,-1.35289000E+00,-2.57%
-7,-7,-9.58275000E+00,-5.42466000E+00,1.09626000E+01,-2.15998000E+00,-1.21495000E+00,-2.10786000E+00,-1.18563000E+00,-2.41%
-7,-6,-9.58275000E+00,-4.65340000E+00,1.06155000E+01,-2.15998000E+00,-1.04138000E+00,-2.11076000E+00,-1.01765000E+00,-2.28%
-7,-5,-9.58275000E+00,-3.88044000E+00,1.03118000E+01,-2.15998000E+00,-8.67820000E-01,-2.11325000E+00,-8.49042000E-01,-2.16%
-7,-4,-9.58275000E+00,-3.10606000E+00,1.00560000E+01,-2.15998000E+00,-6.94256000E-01,-2.11531000E+00,-6.79897000E-01,-2.07%
-7,-3,-9.58275000E+00,-2.33054000E+00,9.85194000E+00,-2.15998000E+00,-5.20692000E-01,-2.11693000E+00,-5.10313000E-01,-1.99%
-7,-2,-9.58275000E+00,-1.55417000E+00,9.70338000E+00,-2.15998000E+00,-3.47128000E-01,-2.11810000E+00,-3.40396000E-01,-1.94%
-7,-1,-9.58275000E+00,-7.77228000E-01,9.61306000E+00,-2.15998000E+00,-1.73564000E-01,-2.11880000E+00,-1.70255000E-01,-1.91%
-7,0,-9.58275000E+00,0.00000000E+00,9.58275000E+00,-2.15998000E+00,0.00000000E+00,-2.11904000E+00,0.00000000E+00,-1.90%
-7,1,-9.58275000E+00,7.77228000E-01,9.61306000E+00,-2.15998000E+00,1.73564000E-01,-2.11880000E+00,1.70255000E-01,-1.91%
-7,2,-9.58275000E+00,1.55417000E+00,9.70338000E+00,-2.15998000E+00,3.47128000E-01,-2.11810000E+00,3.40396000E-01,-1.94%
-7,3,-9.58275000E+00,2.33054000E+00,9.85194000E+00,-2.15998000E+00,5.20692000E-01,-2.11693000E+00,5.10313000E-01,-1.99%
-7,4,-9.58275000E+00,3.10606000E+00,1.00560000E+01,-2.15998000E+00,6.94256000E-01,-2.11531000E+00,6.79897000E-01,-2.07%
-7,5,-9.58275000E+00,3.88044000E+00,1.03118000E+01,-2.15998000E+00,8.67820000E-01,-2.11325000E+00,8.49042000E-01,-2.16%
-7,6,-9.58275000E+00,4.65340000E+00,1.06155000E+01,-2.15998000E+00,1.04138000E+00,-2.11076000E+00,1.01765000E+00,-2.28%
-7,7,-9.58275000E+00,5.42466000E+00,1.09626000E+01,-2.15998000E+00,1.21495000E+00,-2.10786000E+00,1.18563000E+00,-2.41%
-7,8,-9.58275000E+00,6.19396000E+00,1.13486000E+01,-2.15998000E+00,1.38851000E+00,-2.10457000E+00,1.35289000E+00,-2.57%
-7,9,-9.58275000E+00,6.96103000E+00,1.17692000E+01,-2.15998000E+00,1.56208000E+00,-2.10092000E+00,1.51936000E+00,-2.73%
-7,10,-9.58275000E+00,7.72560000E+00,1.22203000E+01,-2.15998000E+00,1.73564000E+00,-2.09692000E+00,1.68497000E+00,-2.92%
-7,11,-9.58275000E+00,8.48740000E+00,1.26981000E+01,-2.15998000E+00,1.90920000E+00,-2.09260000E+00,1.84965000E+00,-3.12%
-7,12,-9.58275000E+00,9.24620000E+00,1.31990000E+01,-2.15998000E+00,2.08277000E+00,-2.08798000E+00,2.01334000E+00,-3.33%
-7,13,-9.58275000E+00,1.00017000E+01,1.37199000E+01,-2.15998000E+00,2.25633000E+00,-2.08308000E+00,2.17600000E+00,-3.56%
-7,14,-9.58275000E+00,1.07538000E+01,1.42579000E+01,-2.15998000E+00,2.42989000E+00,-2.07792000E+00,2.33758000E+00,-3.80%
-7,15,-9.58275000E+00,1.15021000E+01,1.48105000E+01,-2.15998000E+00,2.60346000E+00,-2.07253000E+00,2.49804000E+00,-4.05%
-7,16,-9.58275000E+00,1.22464000E+01,1.53754000E+01,-2.15998000E+00,2.77702000E+00,-2.06691000E+00,2.65736000E+00,-4.31%
-7,17,-9.58275000E+00,1.29866000E+01,1.59507000E+01,-2.15998000E+00,2.95059000E+00,-2.06109000E+00,2.81549000E+00,-4.58%
-7,18,-9.58275000E+00,1.37224000E+01,1.65345000E+01,-2.15998000E+00,3.12415000E+00,-2.05507000E+00,2.97241000E+00,-4.86%
-7,19,-9.58275000E+00,1.44536000E+01,1.71253000E+01,-2.15998000E+00,3.29771000E+00,-2.04888000E+00,3.12809000E+00,-5.14%
-7,20,-9.58275000E+00,1.51801000E+01,1.77217000E+01,-2.15998000E+00,3.47128000E+00,-2.04252000E+00,3.28251000E+00,-5.44%
-7,21,-9.58275000E+00,1.59015000E+01,1.83225000E+01,-2.15998000E+00,3.64484000E+00,-2.03600000E+00,3.43563000E+00,-5.74%
